#,Full Name,FullTeamName,Pos.,Ht.,Year,Hometown,userteam,FantasyPts_sum,FantasyPts_mean,rank_pos,rank_global,GP,MIN_mean,PTS_mean,REB_mean,AST_mean,STL_mean,BLK_mean,3PM_mean,3PA_mean,FTM_mean,TO_mean,FGM_mean,FGA_mean,OREB_sum,OREB_mean,DREB_sum,DREB_mean,MIN_sum,PTS_sum,REB_sum,AST_sum,STL_sum,BLK_sum,TO_sum,FGM_sum,FGA_sum,3PM_sum,3PA_sum,FTM_sum,FTA_sum,FTA_mean,Previous School,clean_name,ImageURL
13,Meghan Fiso,Pepperdine Waves,G,5-10,Gr.,"Seattle, WA",UserTeam4,268.0,22.33,13.0,19.0,12.0,27.25,10.67,5.75,2.0,0.67,0.5,0.58,1.58,1.58,1.83,4.25,8.75,9.0,0.75,60.0,5.0,327.0,128.0,69.0,24.0,8.0,6.0,22.0,51.0,105.0,7.0,19.0,19.0,27.0,2.25,San Diego State,meghan fiso,https://daitadul56i2n.cloudfront.net/images/2025/9/26/13_meghan.jpg?width=80&quality=90
22,Lina Falk,Pepperdine Waves,G,6-2,Jr.,"Wolfenbüttel, Germany",UserTeam1,178.0,17.8,30.0,48.0,10.0,24.7,9.0,4.8,1.3,1.0,0.2,0.7,1.9,1.1,2.0,3.6,7.5,15.0,1.5,33.0,3.3,247.0,90.0,48.0,13.0,10.0,2.0,20.0,36.0,75.0,7.0,19.0,11.0,16.0,1.6,Sacramento State,lina falk,https://daitadul56i2n.cloudfront.net/images/2025/9/26/22_lina.jpg?width=80&quality=90
30,Seleh Harmon,Pepperdine Waves,G,5-10,Fr.,"Norman, OK",FreeAgent,190.0,15.83,26.5,41.5,12.0,25.0,9.83,1.58,1.58,0.75,0.25,2.5,5.83,0.17,1.33,3.58,8.42,4.0,0.33,15.0,1.25,300.0,118.0,19.0,19.0,9.0,3.0,16.0,43.0,101.0,30.0,70.0,2.0,3.0,0.25,,seleh harmon,https://daitadul56i2n.cloudfront.net/images/2025/9/26/30_seleh.jpg?width=80&quality=90
31,Irune Orio,Pepperdine Waves,F,6-2,Sr.,"Balmaseda, Spain",UserTeam4,60.0,5.0,32.0,106.0,12.0,12.17,2.42,2.5,1.0,0.08,0.17,0.08,1.33,0.67,0.92,0.83,3.08,8.0,0.67,22.0,1.83,146.0,29.0,30.0,12.0,1.0,2.0,11.0,10.0,37.0,1.0,16.0,8.0,9.0,0.75,Sacramento State / Xavier,irune orio,https://daitadul56i2n.cloudfront.net/images/2025/9/26/31_irune.jpg?width=80&quality=90
44,Zoe Shanahan,Pepperdine Waves,F,6-2,Fr.,"Melbourne, Australia",FreeAgent,20.0,2.5,41.0,130.0,8.0,4.88,1.75,0.88,0.5,0.12,0.0,0.0,0.12,0.5,1.38,0.62,1.25,3.0,0.38,4.0,0.5,39.0,14.0,7.0,4.0,1.0,0.0,11.0,5.0,10.0,0.0,1.0,4.0,4.0,0.5,,zoe shanahan,https://daitadul56i2n.cloudfront.net/images/2025/9/26/44_Zoe.jpg?width=80&quality=90
1,Paige Lofing,Gonzaga Bulldogs,G,5-9,Fr.,"Billings, MT",FreeAgent,-1.0,-0.11,96.5,158.5,9.0,4.22,0.33,0.56,0.0,0.11,0.0,0.11,0.56,0.0,0.67,0.11,0.78,0.0,0.0,5.0,0.56,38.0,3.0,5.0,0.0,1.0,0.0,6.0,1.0,7.0,1.0,5.0,0.0,0.0,0.0,,paige lofing,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/paige_lofing-2059.JPG?width=80&quality=90
2,Vera Gunaydin,Gonzaga Bulldogs,G,5-9,Sr.,"Ankara, Turkey",FreeAgent,0.0,0.0,91.5,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Georgia Tech,vera gunaydin,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/vera_gunaydin-7778.JPG?width=80&quality=90
3,Julia Wilson,Gonzaga Bulldogs,G,5-10,Fr.,"Temecula, CA",FreeAgent,110.0,8.46,53.5,80.5,13.0,12.69,3.0,1.46,1.0,0.46,0.23,0.31,0.69,0.54,0.62,1.08,2.69,4.0,0.31,15.0,1.15,165.0,39.0,19.0,13.0,6.0,3.0,8.0,14.0,35.0,4.0,9.0,7.0,11.0,0.85,Rancho Christian HS,julia wilson,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/julia_wilson-7070.JPG?width=80&quality=90
4,Sierra Lichtie,Gonzaga Bulldogs,F,6-0,Gr.,"Riverton, UT",FreeAgent,19.0,3.17,42.5,131.5,6.0,5.5,0.83,1.33,0.33,0.33,0.0,0.0,0.17,0.17,0.83,0.33,0.5,1.0,0.17,7.0,1.17,33.0,5.0,8.0,2.0,2.0,0.0,5.0,2.0,3.0,0.0,1.0,1.0,2.0,0.33,Cal Poly,sierra lichtie,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/sierra_lichtie-8103.JPG?width=80&quality=90
8,Ines Bettencourt,Gonzaga Bulldogs,G,5-9,Sr.,"Sao Miguel, Portugal",UserTeam1,220.0,16.92,19.0,31.0,13.0,26.92,5.92,3.69,3.0,1.31,0.23,0.85,2.15,1.08,2.54,2.0,6.23,12.0,0.92,36.0,2.77,350.0,77.0,48.0,39.0,17.0,3.0,33.0,26.0,81.0,11.0,28.0,14.0,20.0,1.54,UConn,ines bettencourt,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/ines_bettencourt-6446.JPG?width=80&quality=90
11,Allie Turner,Gonzaga Bulldogs,G,5-8,So.,"St. Louis, MO",UserTeam1,294.0,22.62,9.0,14.0,13.0,34.0,14.62,2.08,3.54,0.46,0.31,2.46,5.92,2.15,3.08,5.0,10.77,2.0,0.15,25.0,1.92,442.0,190.0,27.0,46.0,6.0,4.0,40.0,65.0,140.0,32.0,77.0,28.0,30.0,2.31,John Burroughs HS,allie turner,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/new_allie_pic.JPG?width=80&quality=90
12,Christabel Osarobo,Gonzaga Bulldogs,G,5-11,So.,"Tudela, Spain",FreeAgent,18.0,1.8,81.0,133.5,10.0,3.9,0.2,0.8,0.2,0.2,0.0,0.0,0.2,0.0,0.4,0.1,0.4,3.0,0.3,5.0,0.5,39.0,2.0,8.0,2.0,2.0,0.0,4.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,Ipswich Basketball Academy,christabel osarobo,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/christabel_osarobo-7880-3.JPG?width=80&quality=90
20,Taylor Smith,Gonzaga Bulldogs,F,6-2,Jr.,"Pocatello, ID",UserTeam2,201.0,15.46,11.0,36.0,13.0,24.62,4.62,3.23,2.85,1.15,0.38,0.0,0.77,0.31,2.54,2.15,5.54,12.0,0.92,30.0,2.31,320.0,60.0,42.0,37.0,15.0,5.0,33.0,28.0,72.0,0.0,10.0,4.0,7.0,0.54,Weber State,taylor smith,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/taylor_smith-1502.JPG?width=80&quality=90
22,McKynnlie Dalan,Gonzaga Bulldogs,F,6-0,Jr.,"Montesano, WA",FreeAgent,70.0,5.38,27.0,99.0,13.0,10.92,1.85,2.23,0.38,0.38,0.15,0.0,0.15,0.77,0.77,0.54,1.77,11.0,0.85,18.0,1.38,142.0,24.0,29.0,5.0,5.0,2.0,10.0,7.0,23.0,0.0,2.0,10.0,11.0,0.85,Minnesota,mckynnlie dalan,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/mckynnlie_dalan.JPG?width=80&quality=90
23,Jaiden Haile,Gonzaga Bulldogs,F,6-2,Fr.,"Fargo, ND",FreeAgent,161.0,12.38,15.0,52.5,13.0,15.77,4.54,5.46,1.46,0.08,0.23,0.0,0.0,0.54,1.23,2.0,3.92,37.0,2.85,34.0,2.62,205.0,59.0,71.0,19.0,1.0,3.0,16.0,26.0,51.0,0.0,0.0,7.0,23.0,1.77,West Fargo Horace HS,jaiden haile,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/jaiden_haile.JPG?width=80&quality=90
24,Teryn Gardner,Gonzaga Bulldogs,G,5-10,So.,"Spokane, WA",UserTeam4,146.0,11.23,41.0,61.0,13.0,18.0,5.38,2.77,0.54,0.69,0.0,1.46,3.15,0.23,0.54,1.85,4.23,11.0,0.85,25.0,1.92,234.0,70.0,36.0,7.0,9.0,0.0,7.0,24.0,55.0,19.0,41.0,3.0,4.0,0.31,Boise State,teryn gardner,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/teryn_gardner-7278.JPG?width=80&quality=90
33,Lauren Whittaker,Gonzaga Bulldogs,F,6-3,R-Fr.,"Canterbury, New Zealand",UserTeam2,448.0,34.46,1.0,1.0,13.0,26.23,19.54,9.31,1.08,1.31,0.62,1.38,3.31,3.85,2.92,7.15,12.31,21.0,1.62,100.0,7.69,341.0,254.0,121.0,14.0,17.0,8.0,38.0,93.0,160.0,18.0,43.0,50.0,62.0,4.77,,lauren whittaker,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/lauren_whittaker-1119.JPG?width=80&quality=90
55,Zeryhia Aokuso,Gonzaga Bulldogs,G,5-10,Jr.,"Amarillo, TX",UserTeam1,183.0,14.08,28.0,44.5,13.0,22.38,8.77,2.46,2.08,0.69,0.0,0.54,1.54,1.0,2.54,3.62,8.0,6.0,0.46,26.0,2.0,291.0,114.0,32.0,27.0,9.0,0.0,33.0,47.0,104.0,7.0,20.0,13.0,19.0,1.46,Saint Mary's,zeryhia aokuso,https://d2jpxbzntgxotn.cloudfront.net/images/2025/9/10/zerhyia_aokuso-7494.JPG?width=80&quality=90
0,Jess Lawson,Loyola Marymount Lions,G,5-7,Gr.,"Las Vegas, NV",UserTeam4,334.0,30.36,3.5,7.5,11.0,27.55,14.36,8.0,2.09,1.73,0.0,0.27,1.27,5.0,1.18,4.55,10.09,32.0,2.91,56.0,5.09,303.0,158.0,88.0,23.0,19.0,0.0,13.0,50.0,111.0,3.0,14.0,55.0,73.0,6.64,Central Michigan,jess lawson,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Jess_Lawson.jpg?width=80&quality=90
2,Mari Somvichian,Loyola Marymount Lions,G,5-4,Jr.,"Oakland, CA",FreeAgent,10.0,1.11,83.0,138.5,9.0,8.11,0.67,0.22,0.22,0.33,0.0,0.22,1.0,0.0,0.44,0.22,1.33,2.0,0.22,0.0,0.0,73.0,6.0,2.0,2.0,3.0,0.0,4.0,2.0,12.0,2.0,9.0,0.0,0.0,0.0,,mari somvichian,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Mari_Somvichian.jpg?width=80&quality=90
4,Allison Clarke,Loyola Marymount Lions,G,5-11,So.,"Anaheim, CA",FreeAgent,12.0,3.0,82.0,136.0,4.0,23.0,3.0,1.0,1.75,0.75,0.0,0.5,4.25,1.0,1.25,0.75,5.25,0.0,0.0,4.0,1.0,92.0,12.0,4.0,7.0,3.0,0.0,5.0,3.0,21.0,2.0,17.0,4.0,5.0,1.25,,allison clarke,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Allison_Clarke.jpg?width=80&quality=90
5,Carly Heidger,Loyola Marymount Lions,G,6-3,Sr.,"Dacula, GA",UserTeam6,154.0,14.0,38.0,58.0,11.0,28.55,7.64,3.55,1.09,1.18,0.0,0.82,3.27,1.91,0.91,2.45,6.73,16.0,1.45,23.0,2.09,314.0,84.0,39.0,12.0,13.0,0.0,10.0,27.0,74.0,9.0,36.0,21.0,26.0,2.36,Samford,carly heidger,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Carly_Heidger.jpg?width=80&quality=90
7,Ana Milanovic,Loyola Marymount Lions,F,6-2,So.,"Belgrade, Serbia",FreeAgent,24.0,6.0,39.5,126.5,4.0,8.0,2.5,1.0,0.75,0.5,0.0,0.0,0.5,1.0,0.75,0.75,1.75,1.0,0.25,3.0,0.75,32.0,10.0,4.0,3.0,2.0,0.0,3.0,3.0,7.0,0.0,2.0,4.0,5.0,1.25,Middle Tennessee,ana milanovic,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Ana_Milanovic.jpg?width=80&quality=90
10,Lova Lagerlid,Loyola Marymount Lions,G,6-1,So.,"Stockholm, Sweden",FreeAgent,1.0,0.33,87.0,144.0,3.0,7.33,0.0,2.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,1.0,2.0,0.67,4.0,1.33,22.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.67,Colorado,lova lagerlid,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Lova_Lagerlid.jpg?width=80&quality=90
13,Ivana Krajina,Loyola Marymount Lions,G,5-11,Sr.,"Kastel Novi, Croatia",UserTeam5,124.0,11.27,47.0,71.0,11.0,29.09,6.18,1.91,2.27,1.09,0.09,1.09,3.09,0.73,3.0,2.18,5.82,3.0,0.27,18.0,1.64,320.0,68.0,21.0,25.0,12.0,1.0,33.0,24.0,64.0,12.0,34.0,8.0,13.0,1.18,Texas Tech,ivana krajina,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Ivana_Krajina.jpg?width=80&quality=90
22,Alia Matavao,Loyola Marymount Lions,F,6-0,Jr.,"Las Vegas, NV",FreeAgent,0.0,0.0,49.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BYU,alia matavao,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Ali_a_Matavao.jpg?width=80&quality=90
24,Kayla Jones,Loyola Marymount Lions,F,6-0,Jr.,"Norman, OK",FreeAgent,100.0,9.09,22.0,86.0,11.0,13.0,4.09,1.91,1.09,0.36,0.0,0.09,0.36,0.36,0.82,1.82,3.45,11.0,1.0,10.0,0.91,143.0,45.0,21.0,12.0,4.0,0.0,9.0,20.0,38.0,1.0,4.0,4.0,10.0,0.91,Grayson College,kayla jones,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Kayla_Jones.jpg?width=80&quality=90
28,Andjela Matic,Loyola Marymount Lions,G,5-9,Sr.,"Ub, Serbia",UserTeam6,217.0,19.73,20.5,32.5,11.0,32.55,9.45,3.36,3.09,1.18,0.0,1.64,4.45,1.27,2.0,3.27,8.27,3.0,0.27,34.0,3.09,358.0,104.0,37.0,34.0,13.0,0.0,22.0,36.0,91.0,18.0,49.0,14.0,22.0,2.0,Duquesne,andjela matic,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Andjela_Matic.jpg?width=80&quality=90
30,Paula Reus Piza,Loyola Marymount Lions,F,6-1,Gr.,"Palma De Mallorca, Spain",UserTeam6,55.0,11.0,35.0,110.0,5.0,13.2,4.6,4.2,1.0,0.8,0.2,0.2,0.8,1.6,1.6,1.4,4.0,6.0,1.2,15.0,3.0,66.0,23.0,21.0,5.0,4.0,1.0,8.0,7.0,20.0,1.0,4.0,8.0,10.0,2.0,New Mexico,paula reus piza,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Paula_Reus_Piza.jpg?width=80&quality=90
54,Zawadi Ogot,Loyola Marymount Lions,G,5-11,So.,"Upland, CA",FreeAgent,120.0,10.91,48.0,72.0,11.0,15.45,5.0,2.45,0.64,0.82,0.18,0.0,0.0,0.45,1.18,2.27,4.45,14.0,1.27,13.0,1.18,170.0,55.0,27.0,7.0,9.0,2.0,13.0,25.0,49.0,0.0,0.0,5.0,11.0,1.0,,zawadi ogot,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Zawadi_Ogot.jpg?width=80&quality=90
55,Maya Hernandez,Loyola Marymount Lions,F,6-0,Jr.,"San Jose, CA",UserTeam3,284.0,25.82,6.0,17.5,11.0,27.91,13.64,5.64,1.73,1.36,1.0,0.0,0.36,2.0,2.64,5.82,12.27,25.0,2.27,37.0,3.36,307.0,150.0,62.0,19.0,15.0,11.0,29.0,64.0,135.0,0.0,4.0,22.0,37.0,3.36,,maya hernandez,https://d2vhz6gv4pigvw.cloudfront.net/images/2025/10/2/Maya_Hernandez.jpg?width=80&quality=90
2,Aniya Hooker,Santa Clara Broncos,G,5-8,So.,"Lynnwood, WA",FreeAgent,213.0,16.38,22.0,34.0,13.0,24.54,5.23,2.54,1.54,1.54,0.31,0.77,2.15,0.46,0.85,2.0,5.23,11.0,0.85,22.0,1.69,319.0,68.0,33.0,20.0,20.0,4.0,11.0,26.0,68.0,10.0,28.0,6.0,10.0,0.77,,aniya hooker,https://santaclarabroncos.com/images/2025/9/18/hooker_aniyaDJR13246.JPG?width=80&quality=90
3,Kate Schat,Santa Clara Broncos,G,5-9,Fr.,"Redwood Valley, CA",FreeAgent,65.0,5.0,64.0,100.0,13.0,10.31,3.23,1.23,0.92,0.31,0.08,0.69,2.92,0.38,0.62,1.08,3.62,4.0,0.31,12.0,0.92,134.0,42.0,16.0,12.0,4.0,1.0,8.0,14.0,47.0,9.0,38.0,5.0,8.0,0.62,,kate schat,https://santaclarabroncos.com/images/2025/9/18/schat_katieDJR13224.JPG?width=80&quality=90
4,Maddy Warberg,Santa Clara Broncos,G,5-11,Fr.,"Eugene, OR",FreeAgent,0.0,0.0,91.5,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,maddy warberg,https://santaclarabroncos.com/images/2025/9/18/warberg_maddyDJR13195.JPG?width=80&quality=90
5,Sara Schmerbach,Santa Clara Broncos,G,5-11,Fr.,"South Medford, OR",FreeAgent,0.0,0.0,91.5,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,sara schmerbach,https://santaclarabroncos.com/images/2025/9/18/schimerbach_saraDJR13228.JPG?width=80&quality=90
6,Sienna Grieger,Santa Clara Broncos,G,5-9,Fr.,"West Adelaide, Australia",FreeAgent,41.0,5.12,71.5,115.5,8.0,6.25,2.25,1.25,0.75,0.0,0.0,0.38,1.5,0.12,0.25,0.88,2.12,3.0,0.38,7.0,0.88,50.0,18.0,10.0,6.0,0.0,0.0,2.0,7.0,17.0,3.0,12.0,1.0,1.0,0.12,,sienna grieger,https://santaclarabroncos.com/images/2025/9/18/grieger_siennaDJR13186.JPG?width=80&quality=90
9,Maia Jones,Santa Clara Broncos,G,5-10,R-Jr.,"Tasman, New Zealand",UserTeam2,334.0,25.69,3.5,7.5,13.0,24.38,14.54,4.31,2.62,1.46,0.31,2.23,6.08,3.08,2.23,4.62,11.15,20.0,1.54,36.0,2.77,317.0,189.0,56.0,34.0,19.0,4.0,29.0,60.0,145.0,29.0,79.0,40.0,47.0,3.62,,maia jones,https://santaclarabroncos.com/images/2025/9/18/jones_maiaDJR13254.JPG?width=80&quality=90
10,Lauren Grover,Santa Clara Broncos,F,6-1,Sr.,"Corona, CA",FreeAgent,34.0,5.67,36.0,120.0,6.0,4.5,1.67,1.33,0.5,0.17,0.0,0.0,0.0,0.0,0.33,0.83,1.5,3.0,0.5,5.0,0.83,27.0,10.0,8.0,3.0,1.0,0.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,,lauren grover,https://santaclarabroncos.com/images/2025/9/18/grover_laurenDJR13261.JPG?width=80&quality=90
11,Alana Goodchild,Santa Clara Broncos,F,6-2,Sr.,"Sydney, Australia",FreeAgent,7.0,1.0,46.0,140.5,7.0,4.14,1.14,1.14,0.0,0.0,0.0,0.0,0.71,0.57,0.14,0.29,1.29,5.0,0.71,3.0,0.43,29.0,8.0,8.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,5.0,4.0,8.0,1.14,,alana goodchild,https://santaclarabroncos.com/images/2025/9/18/goodchild_alannaDJR13217.JPG?width=80&quality=90
12,Sophie Glancey,Santa Clara Broncos,F,6-2,Gr.,"Boise, ID",UserTeam3,391.0,32.58,2.0,3.0,12.0,26.83,15.58,8.0,0.67,0.83,2.58,0.42,2.08,3.67,1.08,5.75,12.17,35.0,2.92,61.0,5.08,322.0,187.0,96.0,8.0,10.0,31.0,13.0,69.0,146.0,5.0,25.0,44.0,53.0,4.42,,sophie glancey,https://santaclarabroncos.com/images/2025/9/18/glancey_sophieDJR13209_dcKrR.JPG?width=80&quality=90
13,Ava Schmidt,Santa Clara Broncos,F,6-2,Jr.,"Sammamish, WA",UserTeam5,302.0,25.17,5.0,13.0,12.0,24.58,11.08,5.0,0.83,1.33,2.17,2.17,5.83,0.92,1.0,4.0,10.0,15.0,1.25,45.0,3.75,295.0,133.0,60.0,10.0,16.0,26.0,12.0,48.0,120.0,26.0,70.0,11.0,17.0,1.42,,ava schmidt,https://santaclarabroncos.com/images/2025/9/18/schmidt_avaDJR13235.JPG?width=80&quality=90
20,Delainey Miller,Santa Clara Broncos,G,5-10,Fr.,"Aurora, CO",FreeAgent,226.0,17.38,18.0,30.0,13.0,16.23,5.69,5.31,1.92,0.85,0.77,0.08,0.92,1.77,1.38,1.92,4.85,24.0,1.85,45.0,3.46,211.0,74.0,69.0,25.0,11.0,10.0,18.0,25.0,63.0,1.0,12.0,23.0,40.0,3.08,,delainey miller,https://santaclarabroncos.com/images/2025/9/18/miller_delaneyDJR13189.JPG?width=80&quality=90
23,Ashley Hawkins,Santa Clara Broncos,G,5-6,Gr.,"Long Beach, CA",UserTeam2,392.0,30.15,1.0,2.0,13.0,29.69,11.31,3.85,5.92,1.38,0.0,1.31,4.31,2.46,2.08,3.77,10.0,7.0,0.54,43.0,3.31,386.0,147.0,50.0,77.0,18.0,0.0,27.0,49.0,130.0,17.0,56.0,32.0,42.0,3.23,,ashley hawkins,https://santaclarabroncos.com/images/2025/9/18/hawkins_ashleyDJR13268.JPG?width=80&quality=90
24,Reilly Clark,Santa Clara Broncos,G,5-10,R-So.,"Tucson, AZ",FreeAgent,0.0,0.0,91.5,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,reilly clark,https://santaclarabroncos.com/images/2025/9/18/clark_reillyDJR13192.JPG?width=80&quality=90
30,Kylee Fox,Santa Clara Broncos,F,5-11,Jr.,"Richland, WA",UserTeam2,254.0,19.54,8.0,23.0,13.0,25.23,10.38,4.08,1.15,0.77,0.31,1.69,4.31,1.0,0.62,3.85,8.54,18.0,1.38,35.0,2.69,328.0,135.0,53.0,15.0,10.0,4.0,8.0,50.0,111.0,22.0,56.0,13.0,15.0,1.15,,kylee fox,https://santaclarabroncos.com/images/2025/9/18/fox_kyleeDJR13231_lFMvf.JPG?width=80&quality=90
34,Tyler Gildersleeve-Stiles,Santa Clara Broncos,F,6-1,Fr.,"Snohomish, WA",UserTeam1,197.0,15.15,12.0,37.5,13.0,14.0,4.38,4.85,1.15,0.69,0.46,0.08,0.31,0.46,0.62,1.92,4.46,25.0,1.92,38.0,2.92,182.0,57.0,63.0,15.0,9.0,6.0,8.0,25.0,58.0,1.0,4.0,6.0,12.0,0.92,,tyler gildersleeve-stiles,https://images.sidearmdev.com/resize?url=https%3a%2f%2fdbukjj6eu5tsf.cloudfront.net%2fsidearm.sites%2fsantaclara.sidearmsports.com%2fimages%2f2025%2f9%2f18%2fgildersleevestiles_tylerDJR13266_mSdFb.JPG&width=80&type=webp&quality=90
0,Jada Hunter,Saint Mary's Gaels,G,5-10,Jr.,"Vallejo, CA",FreeAgent,210.0,16.15,23.0,35.0,13.0,24.31,5.54,3.0,2.38,1.85,0.23,0.31,1.0,1.85,2.77,1.69,5.08,7.0,0.54,32.0,2.46,316.0,72.0,39.0,31.0,24.0,3.0,36.0,22.0,66.0,4.0,13.0,24.0,33.0,2.54,Laney College,jada hunter,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/5/Jada_Hunter.png?width=80&quality=90
2,Amy Kurkowski,Saint Mary's Gaels,G,6-1,So.,"Melbourne, Australia",UserTeam3,102.0,7.85,55.5,84.5,13.0,12.62,2.85,1.92,0.85,0.38,0.31,0.54,1.62,0.62,0.69,0.85,2.31,11.0,0.85,14.0,1.08,164.0,37.0,25.0,11.0,5.0,4.0,9.0,11.0,30.0,7.0,21.0,8.0,9.0,0.69,,amy kurkowski,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/5/Amy_Kurkowski.png?width=80&quality=90
3,Mauriana Hashemian-Orr,Saint Mary's Gaels,G,5-7,So.,"Portland, OR",FreeAgent,217.0,16.69,20.5,32.5,13.0,20.0,5.85,2.46,2.46,1.38,0.23,0.0,0.31,1.38,2.69,2.23,4.08,7.0,0.54,25.0,1.92,260.0,76.0,32.0,32.0,18.0,3.0,35.0,29.0,53.0,0.0,4.0,18.0,26.0,2.0,,mauriana hashemian-orr,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/17/MHO.jpg?width=80&quality=90
4,Charlece Ohiaeri,Saint Mary's Gaels,G,6-1,Jr.,"Las Vegas, NV",FreeAgent,64.0,4.92,65.0,102.0,13.0,12.0,2.38,1.85,0.38,0.62,0.08,0.08,1.15,0.15,0.62,1.08,3.46,9.0,0.69,15.0,1.15,156.0,31.0,24.0,5.0,8.0,1.0,8.0,14.0,45.0,1.0,15.0,2.0,6.0,0.46,Depaul,charlece ohiaeri,https://duq7p5k7s6jsa.cloudfront.net/images/2025/7/8/Charlece_Ohiaeri_Summer_Headshot.png?width=80&quality=90
5,Abigail Shoff,Saint Mary's Gaels,F,6-0,Jr.,"Redding, CA",FreeAgent,109.0,8.38,20.0,82.0,13.0,19.62,5.85,3.0,0.69,0.38,0.08,0.62,2.23,0.62,1.15,2.31,6.08,11.0,0.85,28.0,2.15,255.0,76.0,39.0,9.0,5.0,1.0,15.0,30.0,79.0,8.0,29.0,8.0,11.0,0.85,Long Beach State,abigail shoff,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/5/Abigail_Shoff.png?width=80&quality=90
7,Edie Clarke,Saint Mary's Gaels,F,6-4,So.,"Melbourne, Australia",UserTeam5,355.0,27.31,4.0,6.0,13.0,24.15,7.46,5.15,1.69,2.69,1.15,0.08,0.46,0.77,2.85,3.31,5.38,26.0,2.0,41.0,3.15,314.0,97.0,67.0,22.0,35.0,15.0,37.0,43.0,70.0,1.0,6.0,10.0,17.0,1.31,,edie clarke,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/5/Edie_Clarke.png?width=80&quality=90
8,Emily Foy,Saint Mary's Gaels,G,6-1,Jr.,"Newcastle, Australia",FreeAgent,136.0,10.46,43.0,66.0,13.0,20.77,7.0,2.69,1.23,0.23,0.08,0.69,2.38,0.46,1.54,2.92,6.23,9.0,0.69,26.0,2.0,270.0,91.0,35.0,16.0,3.0,1.0,20.0,38.0,81.0,9.0,31.0,6.0,10.0,0.77,,emily foy,https://duq7p5k7s6jsa.cloudfront.net/images/2024/10/5/Emily_Foy.png?width=80&quality=90
